扒 1
羓 1
覇 1
跁 1
紦 1
茇 1
釛 1
鲃 1
坝 1
芭 1
跋 1
把 6
軷 1
罢 2
罷 1
豝 1
鮁 1
叭 1
耙 1
鼥 1
靶 1
巴 3
笆 1
疤 1
拔 1
灞 1
鲌 1
魞 1
胈 1
鮊 1
蚆 1
捌 1
鲅 1
魃 1
釟 1
钯 1
爸 2
霸 1
吧 3
八 4
粑 1
菝 1
岜 1
